,master_metadata_track_name,master_metadata_album_album_name,spotify_track_uri,master_metadata_album_artist_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
18493,,,spotify:track:5zJQpHISZZtqPioVRBteK4,,0.0445,0.879,201000,0.868,0.0,10,0.0451,-5.224,0,0.173,108.031,4,0.538
18494,Out of Se Window,Mikrokosmos,"spotify:track:5zJQpHISZZtqPioVRBteK4,spotify:track:4Zbowkp4BEOLKON6fksPe0",257ers,,,,,,,,,,,,,
18495,,,spotify:track:5zLgBaZYXkVd81xVOmb7ub,,0.701,0.32,280480,0.243,0.00258,4,0.147,-10.957,0,0.032,129.265,4,0.209
18496,WZF?!,WZF?!,spotify:track:5zM1s6gBumch2AJcRqZF6E,Das Lumpenpack,0.0847,0.614,221329,0.849,1.04e-06,11,0.0727,-6.966,1,0.0841,74.984,4,0.552
18497,,,spotify:track:5zN8uBkwm96Ahhatud8nb1,,0.565,0.797,168000,0.244,0.897,9,0.115,-12.931,1,0.062,80.071,4,0.678
18498,Thot Shit,Thot Shit,spotify:track:5zNW5ARjYhJQJz1AChP33n,Megan Thee Stallion,0.0133,0.95,184635,0.693,0.0,9,0.173,-3.424,1,0.0898,130.02,4,0.891
18499,Mein Fahrrad - A-Cappella,Das Leben ist grausam - Das A-Cappella-Album,spotify:track:5zOhSHh1goypgRdwmZlskK,Die Prinzen,0.889,0.454,144333,0.421,0.0,5,0.373,-11.771,1,0.0347,89.98,4,0.892
18500,Mario Kart,2826,spotify:track:5zRJ2wRwoQlqJJ4ksqprSP,BHZ,0.0391,0.884,180000,0.662,0.00697,7,0.104,-7.395,0,0.253,159.977,4,0.445
18501,Chemie Chemie Ya,Keine Nacht für Niemand,spotify:track:5zRat3lwpnBS7BC1kYrjtT,Kraftklub,0.00895,0.476,247147,0.894,0.0,6,0.321,-3.791,0,0.0428,164.988,4,0.789
18502,Feel the Blast,Dippin' in the Lab,spotify:track:5zSAxoEErEWzQwwBi7z5sb,Herring Franky,0.36,0.676,83996,0.358,0.928,1,0.106,-9.858,1,0.374,170.042,4,0.314
18503,Matjesfilet - Remastered Original,Matjesfilet,spotify:track:5zUtqtdKg5ndBI5HmOlby6,Acud,0.325,0.774,316538,0.383,0.0804,3,0.0999,-13.123,0,0.0697,92.003,4,0.7
18504,Baby Baby,Baby Baby,spotify:track:5zdOAL1xFVSbSCKxBbuKxh,Sports,0.162,0.772,181961,0.681,0.785,11,0.0404,-5.22,1,0.0346,153.006,4,0.83
18505,Caught Up,Confessions (Expanded Edition),spotify:track:5zdUc1JRCImBYcDWgvFNpE,Usher,0.027,0.817,224640,0.806,9e-06,6,0.119,-4.606,1,0.0623,110.086,4,0.805
18506,Blech,CB6,spotify:track:5zeI6Co8KzH5EpQud4YY3Z,Capital Bra,0.659,0.42,214238,0.547,0.0,3,0.104,-8.09,0,0.0924,80.657,5,0.46
18507,Ruby,2 Am. Study Session,spotify:track:5zge7yrQndqV5tWlChQPCm,Sleepermane,0.964,0.56,120016,0.13,0.891,8,0.11,-17.429,0,0.132,79.646,4,0.288
18508,Snooze,Snooze,spotify:track:5zhiDS7KjOx4oTlcSWICTo,Inf,0.263,0.558,131875,0.251,0.319,11,0.132,-13.546,0,0.0342,142.235,4,0.178
18509,Mrs. Fahrenheit,Mrs. Fahrenheit,spotify:track:5zn0l1wZUwIPmwvg3WuRWD,"Clans, Marathon",0.0182,0.551,171562,0.804,0.171,7,0.419,-8.196,1,0.0428,128.0,4,0.401
18510,TINFOIL,LIVING THINGS,spotify:track:5zoETs17V8PJkeGmB0Iagw,Linkin Park,0.617,0.519,71893,0.557,0.929,5,0.235,-15.587,0,0.0356,140.003,4,0.734
18511,Lighters,Hell: The Sequel,spotify:track:5zpDHEU12zATwLGvozxPw2,Bad Meets Evil,0.352,0.676,303813,0.695,0.0,0,0.119,-8.327,1,0.245,90.268,4,0.144
18512,World's On Fire,Post Traumatic,spotify:track:5zphNl34cRw8UyV63IfSX5,Mike Shinoda,0.017,0.721,195560,0.568,0.0,2,0.0786,-7.809,1,0.0363,129.002,4,0.298
18513,All You Need Is Love,Yellow Submarine Songtrack,spotify:track:5zqJlEJcn0EfnvAScH8swK,The Beatles,0.281,0.364,226667,0.483,1.53e-06,7,0.113,-8.22,1,0.0317,102.967,4,0.7
18514,Swishers,Runway,spotify:track:5zr818Q6tkPWeeLozY3uxt,SwuM,0.848,0.501,116793,0.574,0.00211,4,0.211,-12.321,0,0.576,148.074,4,0.566
18515,Crossing The Rubicon,Nothing is True & Everything is Possible,spotify:track:5zsQOvWjddBavsDL5LFxKg,Enter Shikari,0.0183,0.612,197758,0.72,0.0,2,0.674,-8.786,1,0.0373,110.952,4,0.772
18516,Komm mal rüber bitte,Grande,spotify:track:5zu9rnfThQpAMNRpOlA5R4,Von Wegen Lisbeth,0.0253,0.839,246453,0.597,0.0223,7,0.355,-6.354,1,0.0329,92.021,4,0.7
18517,Bisschen Zeit,Licht und Schatten,spotify:track:5zvbkIHAhUT42eYHkRpGGj,LILLE,0.669,0.695,164851,0.603,1.47e-05,8,0.199,-8.318,0,0.21,151.695,3,0.362
18518,Aquatic Ambiance,Aquatic Ambiance,spotify:track:5zw8tkllmFnzDzzczP4Jb5,Sea Flap Flap,0.655,0.807,118061,0.5,0.933,8,0.153,-11.776,1,0.0568,138.009,4,0.195
18519,The Garden,Simple Things,spotify:track:5zxpOwuLmakNHkTgipD0me,Albin Svensson,0.991,0.529,185724,0.0149,0.923,1,0.116,-27.739,1,0.0349,97.994,3,0.176
18520,Bright Blue Skies,Mitch James - Deluxe Edition,spotify:track:5zxwumO0laRosoeOvbVSvc,Mitch James,0.259,0.799,182907,0.373,0.0,7,0.166,-8.999,1,0.0558,98.035,4,0.534
18521,Me so Selfie (feat. Tim Fite),BONAPARTE,spotify:track:601kgbjzruH0xDIqD466Zo,Bonaparte,0.0786,0.608,200707,0.86,1.32e-06,9,0.336,-4.585,1,0.203,78.04,4,0.484
18522,Losing Myself,Losing Myself,spotify:track:601r1EwjYbyy7OoG7LGl8v,Blaine Stranger,0.000784,0.486,233964,0.898,0.839,9,0.133,-4.279,1,0.0445,173.988,4,0.108
18523,We Didn't Fit Together At All,We Didn't Fit Together At All,spotify:track:6051tQ7EVkAuRshp4le6Tf,Figure Beach,0.0983,0.498,179719,0.76,5.28e-06,6,0.129,-7.9,0,0.0377,151.084,4,0.67
18524,Legalize It,The Essential Peter Tosh (The Columbia Years),spotify:track:605ZHoLZx7PtQ8fXgvN10K,Peter Tosh,0.128,0.701,278872,0.784,0.0,0,0.0713,-7.212,1,0.204,145.249,4,0.712
18525,The Thin Line Between Hope & Despair,The Thin Line Between Hope & Despair,spotify:track:605sb9qMsdNPnEAR8cxnDT,Those Without,0.00872,0.573,232107,0.926,6.23e-05,10,0.327,-5.159,0,0.0735,103.962,4,0.456
18526,Nice Girl 2.0,Nice Girl 2.0,spotify:track:607TgBgbTvP8CTgIHN0R6q,Ufo361,0.237,0.874,231860,0.564,1.94e-06,9,0.0907,-6.991,0,0.0919,107.983,4,0.413
18527,The Beginning,Unfriend,spotify:track:608DZxkNsEnmZ96gejWAb5,Gary Go,0.573,0.568,188847,0.427,0.872,11,0.098,-13.386,0,0.0303,119.999,4,0.141
18528,Disco Ulysses (Instrumental),Hill Climber,spotify:track:608uL3XBV8f2MHKNgm32Y3,Vulfpeck,0.0422,0.74,231085,0.707,0.886,8,0.0909,-10.464,0,0.0539,133.715,4,0.969
18529,Kapitel 18 - Die Bibel,Die Bibel,spotify:track:60A9rsNRQvDfAxMW9TFJKg,Martin Luther,0.161,0.616,344294,0.305,0.0,11,0.392,-17.987,0,0.961,77.245,3,0.327
18530,Lucid Dreams,Lucid Dreams,spotify:track:60BTRjzBJpDUpmlC7NgtBw,Harrison,0.00505,0.752,184762,0.781,1.69e-05,6,0.163,-5.636,0,0.0769,125.929,4,0.371
18531,008 - Vorsicht Strandhaie! - Teil 16,008/Vorsicht Strandhaie,spotify:track:60EBLX9flT7FDrlMUx1ZyZ,Die drei !!!,0.596,0.684,111933,0.768,0.0,9,0.888,-9.21,1,0.799,109.749,4,0.599
18532,Alone by Your Side,Alone by Your Side,spotify:track:60EkFnRSHQ8nnofL3Wns5X,j'san,0.879,0.562,85125,0.136,0.934,7,0.14,-12.037,1,0.403,156.362,4,0.177
18533,Feeling So Blue - Album Mix,Feeling so Blue,spotify:track:60G8bwo0fg6GNrkQnxcST3,Michael Mind Project,0.00171,0.567,201781,0.892,0.0,1,0.281,-4.886,0,0.0312,128.007,4,0.749
18534,Yellowstone,Desires,spotify:track:60Iu9NyeTUToBiooOG0Onk,Shortsy,0.934,0.37,228754,0.182,0.904,4,0.0939,-12.964,1,0.0892,84.983,4,0.0691
18535,,,spotify:track:60LU9Bui4knhRZSZvawELn,,0.057,0.637,189506,0.7,0.0,11,0.0817,-7.043,1,0.287,196.121,4,0.793
18536,005 - Tatort Paris - Teil 07,005/Tatort Paris,spotify:track:60LrVkfRp4LlvY93Jsssf9,Die drei !!!,0.624,0.715,110240,0.623,0.0,0,0.901,-9.742,1,0.792,83.166,3,0.838
18537,Tango im Treibsand,Das nullte Kapitel,spotify:track:60M77gIbs9GlpTsErASThN,Käptn Peng,0.0568,0.722,270394,0.497,0.0,9,0.3,-9.597,0,0.248,130.117,4,0.386
18538,St. Pauli,Attacke,spotify:track:60Nq3K9NFRL5AP55uFq9gk,Deine Cousine,0.00924,0.405,256138,0.89,0.0,5,0.195,-2.591,1,0.0467,172.951,4,0.298
18539,,,spotify:track:60ONwBU0GgM3kJhPEOhTx0,,0.454,0.688,192000,0.177,0.626,8,0.376,-14.061,0,0.0507,79.994,4,0.316
18540,About The Distance,Chillhop Daydreams,"spotify:track:60ONwBU0GgM3kJhPEOhTx0,spotify:track:14hlRqpEMxgMEMRUVPhRQ3",Flitz&Suppe,,,,,,,,,,,,,
18541,Up All Night - Radio Edit,Up All Night,spotify:track:60OOnXwxebQ4nysceVgQZX,Agoria,0.0603,0.562,182788,0.719,0.745,11,0.0944,-8.338,0,0.0328,121.009,4,0.226
18542,Day 'N' Nite (Nightmare),Man On The Moon: The End Of Day,spotify:track:60PAzFNW3vAiAiVK6DRJfB,Kid Cudi,0.462,0.88,221240,0.443,7.13e-06,11,0.122,-6.359,0,0.0653,138.018,4,0.803
18543,Troublemaker,TY.O,spotify:track:60Qa4MfNC1dgVfuDF6rgMS,Taio Cruz,0.141,0.688,220280,0.714,0.0,11,0.214,-4.48,0,0.0712,125.028,4,0.449
18544,So-so,So-so,spotify:track:60RvKLP78RHtMtJT4bdh0I,Klode Chill,0.288,0.795,140167,0.489,0.867,4,0.0951,-9.838,0,0.0498,90.002,4,0.378
18545,Homecoming,Homecoming,spotify:track:60ZuDRuEB1BWV17hDRvhLG,Lost Son,0.82,0.691,133628,0.369,0.941,4,0.0881,-12.113,0,0.0623,77.018,4,0.278
18546,In the End,Hybrid Theory,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,0.00958,0.556,216880,0.864,0.0,3,0.209,-5.87,0,0.0584,105.143,4,0.4
18547,The Outlaw's End,Spanische Gitarrenmusik Für Den Flamenco,spotify:track:60b0f0wCZ5GCypsncpP3TI,Jason Savell,0.889,0.762,266188,0.261,0.905,2,0.102,-10.186,0,0.0739,77.099,3,0.0658
18548,The Trouble With Us,The Trouble With Us,spotify:track:60bBoLe9ocxO3zrb0mRO4k,Marcus Marr,0.334,0.831,222067,0.715,0.000881,2,0.16,-5.792,1,0.0667,121.08,4,0.834
18549,Brothers In Arms,Brothers In Arms - 20th Anniversary Edition,spotify:track:60bF2b61f7Q5Bt82QCBwvc,Dire Straits,0.53,0.214,419773,0.423,0.876,8,0.119,-9.454,0,0.0323,76.145,4,0.136
18550,strangers,strangers,spotify:track:60bHRp4901AmCtPPPsytte,biosphere,0.687,0.735,198868,0.389,3.25e-06,1,0.125,-12.291,1,0.354,73.831,4,0.729
18551,008 - Vorsicht Strandhaie! - Teil 09,008/Vorsicht Strandhaie,spotify:track:60cSRrgldwzSxsdyS5YU2c,Die drei !!!,0.67,0.645,88853,0.788,0.0,2,0.496,-9.704,1,0.876,125.725,3,0.62
18552,Saturday,Scaled And Icy,spotify:track:60dwJ8dnqZ4WrIdiu7LkNR,Twenty One Pilots,0.00396,0.687,172232,0.89,0.000939,8,0.0436,-5.99,1,0.0344,113.06,4,0.854
18553,Endless Nights,Endless Nights,spotify:track:60f2Ml9R3YZAL80SdmeWx1,Cammie,0.525,0.456,138667,0.575,0.0837,0,0.0695,-11.263,1,0.032,90.168,4,0.0804
18554,Gut allein,Gut allein,spotify:track:60fNhQ43YrypW9sG0Q2HXu,Paul Gerlinger,0.529,0.681,203093,0.472,2.48e-05,11,0.133,-7.742,0,0.161,203.99,4,0.763
18555,,,spotify:track:60hOvEsJgvvkxShqLwglBI,,0.865,0.341,191164,0.265,0.692,0,0.091,-15.977,1,0.0443,85.633,4,0.153
18556,Galilean Dawn,Entspannende Gitarremusik Für Positives Denken,"spotify:track:60hOvEsJgvvkxShqLwglBI,spotify:track:4nwjwnNfPMpin3IAh3GghG",John Tinger,,,,,,,,,,,,,
18557,,,spotify:track:60ikrPhkLoJnyf1l0KJFur,,0.0711,0.353,178500,0.174,0.853,7,0.108,-21.924,1,0.0641,129.801,4,0.0955
18558,9.23.19,Chillhop Essentials Fall 2019,"spotify:track:60ikrPhkLoJnyf1l0KJFur,spotify:track:6222kNWKq9a50Krs0uLDNa",Toonorth,,,,,,,,,,,,,
18559,,,spotify:track:60jI0JgMLLj1VggHJVhtRs,,0.281,0.689,210738,0.377,0.0,1,0.268,-8.761,1,0.0397,143.947,4,0.295
18560,Glory And Gore,Pure Heroine,"spotify:track:60jI0JgMLLj1VggHJVhtRs,spotify:track:0zzb8c6v6fIFwSoKT2ZV7A",Lorde,,,,,,,,,,,,,
18561,Rude Boy,Rated R,spotify:track:60jzFy6Nn4M0iD1d94oteF,Rihanna,0.113,0.563,222920,0.75,0.0,11,0.0788,-4.496,1,0.127,173.909,4,0.812
18562,Life's Perspective,Jazz Sessions,spotify:track:60kOQKA5dA59RsUqNs9m4e,Stan Forebee,0.00208,0.774,186070,0.233,0.183,0,0.0822,-11.845,1,0.0637,93.968,4,0.466
18563,"Percy Jackson: Die Schlacht um das Labyrinth, Teil 4 - Kapitel 14","Percy Jackson, Teil 4: Die Schlacht um das Labyrinth",spotify:track:60kk031ikBd9FslV39jEX3,Rick Riordan,0.103,0.706,311600,0.33,0.0,7,0.411,-17.258,0,0.959,96.717,3,0.423
18564,Cocktails,Slices,spotify:track:60kt1YdUq1ucpLWmKLkWzK,Limes,0.661,0.56,109859,0.601,0.361,5,0.158,-11.917,0,0.471,85.792,4,0.66
18565,star shopping ~ lofi,star shopping ~ lofi,spotify:track:60nID2KgZao0payhg1DQ57,Closed on Sunday,0.932,0.788,144094,0.486,0.938,0,0.171,-6.329,0,0.0369,119.911,3,0.253
18566,"Happy - From ""Despicable Me 2""",G I R L,spotify:track:60nZcImufyMA1MKQY3dcCH,Pharrell Williams,0.219,0.647,232720,0.822,0.0,5,0.0908,-4.662,0,0.183,160.019,4,0.962
18567,Afraid to Fly - Live,Live Session,spotify:track:60oMDhCPY4C7kieyJ7PVf5,Bukahara,0.279,0.535,298043,0.591,0.0,10,0.981,-5.643,0,0.117,84.586,4,0.702
18568,Blue In Green (Take 3),Portrait In Jazz [Keepnews Collection],spotify:track:60p18YXhrzLNrAaUXL8Bu6,Bill Evans,0.977,0.452,325787,0.109,0.879,2,0.088,-19.965,0,0.0471,126.29,4,0.139
18569,Come Rain Or Come Shine - Remastered 1998,Sonny's Crib,spotify:track:60sUnEBfXTFQJ25htHi8ty,Sonny Clark,0.982,0.394,449160,0.0999,0.875,9,0.095,-14.31,0,0.036,58.597,4,0.2
18570,"I Want You, I Need You, I Love You",Elvis' Golden Records,spotify:track:60tEaPHRJLnMzbyOPTeh3A,Elvis Presley,0.875,0.441,159920,0.33,0.0,0,0.31,-11.186,1,0.0301,78.744,4,0.726
18571,SCHEISS OSSIS,SCHEISS OSSIS,spotify:track:60wN9RRhLoXtZ92rjfY0LJ,Marteria,0.0564,0.785,164387,0.673,0.0,1,0.12,-6.431,1,0.299,107.006,4,0.522
18572,freudian summer,Rekindle the Past,spotify:track:60wrs6on08YxOnn6DH84nS,biosphere,0.122,0.826,137535,0.279,0.126,1,0.124,-13.655,1,0.305,86.997,4,0.432
18573,Suffer,Nine Track Mind,spotify:track:60wzbPwV6EHfBTAf95rb9n,Charlie Puth,0.75,0.58,210680,0.443,0.0,3,0.0742,-7.323,0,0.0498,175.938,3,0.576
18574,Genau wie Du 2015,"2 Zimmer, Küche, Bong",spotify:track:60x3lGFSvQxLgBrJ4VoHeB,Timi Hendrix,0.179,0.516,172960,0.86,0.0,7,0.361,-2.482,1,0.385,108.645,5,0.675
18575,Ice-free,Harbour,spotify:track:60xyKm58pAqYg5HJ5pApWJ,Daniel Herskedal,0.768,0.625,188267,0.328,0.953,1,0.108,-16.352,1,0.044,115.403,4,0.339
18576,Not A Cloud In Sight,Hologramophone,spotify:track:60z1ZC4Uisb5Yc1dw2ehWC,Aviino,0.725,0.535,156585,0.295,0.846,11,0.0925,-15.36,1,0.163,176.046,4,0.381
18577,Das letzte Tiergedicht,Noah war ein Archetyp - Zweite Fassung,spotify:track:60zOvqgu1F4Z52KZHBbzLh,Bodo Wartke,0.748,0.39,62333,1.0,0.0332,4,0.963,-11.507,0,0.916,108.424,5,0.018
18578,100,Palmen aus Plastik 2,spotify:track:610WYIsrvfJyEXTbtz45Mm,Bonez MC,0.263,0.703,218633,0.464,0.0,0,0.0724,-9.282,1,0.452,93.013,4,0.726
18579,Inner,Inner,spotify:track:611uftieDD1Jl77UXzNZhb,Ayhi,0.00227,0.575,219311,0.843,0.293,9,0.45,-5.187,1,0.0699,171.079,4,0.181
18580,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Unplugged,spotify:track:612VcBshQcy4mpB2utGc3H,Eric Clapton,0.8,0.695,280000,0.336,0.00264,9,0.701,-12.999,1,0.0313,79.109,4,0.422
18581,,,spotify:track:614F7sDSqYnki7RxpmoMH3,,0.000778,0.405,250690,0.938,0.429,10,0.274,-1.618,0,0.0653,174.012,4,0.511
18582,Upside Down,Upside Down,spotify:track:614OkajfRPH8V0ugNQnduP,JVKE,0.0494,0.88,114500,0.501,0.0695,2,0.436,-6.774,1,0.062,120.038,4,0.459
18583,Gimme Some,Easier,spotify:track:6170lJSBtiM5trzOtHtdD2,Weval,0.0456,0.632,308742,0.714,0.651,6,0.132,-13.228,0,0.0411,99.988,4,0.0641
18584,Neighborhood #2 (Laika),Funeral,spotify:track:61ARSKFMwoVnIwXAVnfNNh,Arcade Fire,0.0556,0.555,212000,0.876,0.00503,11,0.121,-5.628,0,0.0369,130.703,4,0.961
18585,We'll Be Together Again,We'll Be Together Again,spotify:track:61AfCvc8HNqukDiqgLs1yF,Brandon's Three,0.972,0.381,269917,0.0633,0.863,7,0.083,-19.501,1,0.0435,174.487,3,0.192
18586,Christmas Drag,Christmas Drag,spotify:track:61EROL9kSJ5qhn1UH9mqc5,I DONT KNOW HOW BUT THEY FOUND ME,0.000473,0.363,260211,0.758,0.000127,4,0.385,-6.708,1,0.0345,182.076,4,0.399
18587,Disco Yes,Geography,spotify:track:61Ivix5DTnDPVjp1dgLyov,Tom Misch,0.42,0.927,280878,0.551,0.0346,9,0.298,-6.624,0,0.0921,123.042,4,0.665
18588,To California,To California,spotify:track:61QRRv0qBswOpk5mQXlzu4,J Lisk,0.531,0.71,182128,0.482,0.728,9,0.0954,-11.613,0,0.0322,110.973,4,0.138
18589,Love You,The Madcap Laughs,spotify:track:61RF9NK8cjrYYNU7Oi03ZL,Syd Barrett,0.214,0.555,150133,0.627,0.0,4,0.088,-10.793,1,0.107,138.646,4,0.938
18590,Feeling Good,I Put A Spell On You,spotify:track:61S0mEfdRtJ62Fc7fPqx0U,Nina Simone,0.864,0.399,174000,0.326,0.0,7,0.191,-9.239,0,0.0386,79.206,4,0.546
18591,Bleed American,Bleed American,spotify:track:61XspFITuKmAlYdQacNCbF,Jimmy Eat World,0.00842,0.438,181493,0.938,1.08e-06,6,0.806,-5.611,0,0.094,160.212,4,0.584
18592,Nocturne Op. 9 No. 2,JUST THE BEST MUSIC Vol. 2 Solo Piano Relax Playlist,spotify:track:61YM5SkqqeUjIBL7It56cs,Frédéric Chopin,0.991,0.446,302269,0.0146,0.945,10,0.116,-31.047,1,0.12,137.697,1,0.0815
18593,Yesterdays,Loops,spotify:track:61bl8M6sMFlvhJ4YPL5k5I,Ameba,0.868,0.674,92419,0.29,0.968,2,0.107,-12.053,0,0.278,85.03,4,0.604
18594,Monody - Radio Edit,Monody,spotify:track:61cvzCRuLixR7KK8pmQmsm,TheFatRat,0.0954,0.55,252214,0.755,0.000496,1,0.102,-3.521,0,0.0417,107.052,4,0.245
18595,Rotweinblau,Auf den großen Knall,spotify:track:61fOnxJT4tLNJ1lvbqrvgV,JPD,0.288,0.733,187027,0.467,8.05e-06,10,0.074,-7.139,1,0.056,88.013,4,0.734
18596,Aubergine,All Natural,spotify:track:61h84PEy8JgKYQT743bPlm,Kupla,0.515,0.8,138854,0.278,0.062,5,0.117,-8.893,0,0.0725,82.972,4,0.369
18597,WHEN I DIE,WHEN I DIE,spotify:track:61iL9OUfIipm3Udr0Zs1oe,Samra,0.0508,0.664,172296,0.826,0.0,1,0.172,-4.029,1,0.319,96.262,4,0.306
18598,Siggi & Harry,Aggro Berlin,spotify:track:61ksbfscVU9pKiM2DOWSTd,Sido,0.00437,0.558,256147,0.716,4.86e-06,9,0.485,-8.52,0,0.422,153.531,4,0.585
18599,Tanz aus der Reihe! - Live,Die bunte Seite der Macht,spotify:track:61ljQ4lp6tGqVTJLRQ6rNC,SDP,0.264,0.649,212743,0.91,0.0,8,0.515,-5.504,0,0.236,92.032,4,0.624
18600,Duality,Vol. 3: The Subliminal Verses,spotify:track:61mWefnWQOLf90gepjOCb3,Slipknot,0.000237,0.354,252613,0.982,0.000294,4,0.204,-3.026,0,0.168,143.772,4,0.194
18601,pastel sunset,Rekindle the Past,spotify:track:61nMPGDFZC3FOGT0WPpTWH,biosphere,0.859,0.588,183433,0.115,0.193,5,0.0475,-19.393,1,0.0415,75.011,4,0.0911
18602,Mama & Papa,New Orleans Blues,spotify:track:61rD694oEG3cRMtwSZ8i0Y,Earl King,0.313,0.788,185733,0.707,7.41e-05,9,0.0777,-7.614,1,0.0744,108.368,4,0.816
18603,,,spotify:track:61tK8ugcfCCyBYR3aabDcb,,0.000113,0.324,231938,0.976,0.0,1,0.293,-5.231,1,0.12,166.939,4,0.463
18604,"Broken Dreams, Inc.","Broken Dreams, Inc.","spotify:track:61tK8ugcfCCyBYR3aabDcb,spotify:track:3t6D8D5grBCBpuPiRt2GCj",Rise Against,,,,,,,,,,,,,
18605,A Love Like No Other,A Love Like No Other,spotify:track:61wxK5aalcB0znYdFUCATQ,Jack Rosenbaum,0.941,0.483,255750,0.156,0.953,0,0.108,-20.994,0,0.0323,117.305,3,0.298
18606,Alle wollen Liebe,Alle wollen Liebe,spotify:track:61xGZ8RQxlxykrKjCfzN1u,Das Moped,0.0116,0.801,176800,0.598,2.07e-05,7,0.111,-6.882,1,0.0659,145.989,4,0.898
18607,Punk,Neintology,spotify:track:61y1PIxu01bVY7kwjI4Xzu,Adam Angst,0.000195,0.58,182735,0.964,0.0,8,0.339,-2.914,1,0.123,129.929,4,0.776
18608,WischWeg,WischWeg,spotify:track:61yRNxZDdUkOzxgvwcUKmW,Skofi,0.707,0.779,153000,0.467,0.000127,9,0.0799,-9.488,0,0.356,129.929,3,0.0766
18609,Teenage Crime - Radio Edit,Teenage Crime,spotify:track:61zjO4oHZ36Qi4D4rsL0TD,Adrian Lux,0.0192,0.647,168920,0.843,0.686,2,0.104,-4.801,1,0.0364,128.015,4,0.328
18610,problem killer,Madonna Whore Komplex,spotify:track:61zlSXpnLGtt1eVILUpwlk,Alli Neumann,0.0417,0.801,200895,0.533,0.0,5,0.677,-7.258,1,0.0609,139.924,4,0.675
18611,,,spotify:track:61znp1Iy11bdJ2YAbwaqw7,,0.847,0.626,520133,0.744,0.892,2,0.145,-9.189,0,0.0662,113.117,4,0.259
18612,"Sing, Sing, Sing",Ken Burns Jazz-Benny Goodman,"spotify:track:61znp1Iy11bdJ2YAbwaqw7,spotify:track:5L8ta4ECl5zeA6bGqY7G38",Benny Goodman,,,,,,,,,,,,,
18613,Phony,Of Two Minds,spotify:track:620DUmEHs8oBcKBxQg6Rqd,Naked Cameo,0.514,0.721,160957,0.491,0.000128,4,0.35,-8.304,0,0.0475,129.996,4,0.592
18614,,,spotify:track:6222kNWKq9a50Krs0uLDNa,,0.0719,0.353,178500,0.174,0.857,7,0.108,-21.924,1,0.0641,129.8,4,0.0955
18615,,,spotify:track:623YhIqwvuXamhw7tvHMBq,,0.293,0.632,191907,0.495,0.0,10,0.137,-7.036,1,0.0351,135.801,4,0.22
18616,Bonnie & Clyde,Bonnie & Clyde,"spotify:track:623YhIqwvuXamhw7tvHMBq,spotify:track:0KEWlPJ12ucClvhhagU8Bw",Sarah Connor,,,,,,,,,,,,,
18617,He Is They Are,"Blue Light, Red Light",spotify:track:623uAb3wX35ck2WvEtKYWS,"Harry Connick, Jr.",0.826,0.578,251693,0.183,3.78e-05,7,0.36,-13.962,1,0.0305,81.176,4,0.416
18618,H.O.L.Y.,H.O.L.Y.,spotify:track:625SfHM2FVyyUj3cT8108G,Alle Farben,0.215,0.565,175440,0.645,0.0,0,0.184,-5.858,0,0.0563,100.064,4,0.483
18619,Our Best Year Yet,Our Best Year Yet,spotify:track:628mswwaHdp8bFEKsOCwCa,Andi Weiss Trio,0.97,0.38,278717,0.0953,0.679,6,0.1,-17.801,1,0.0291,85.91,4,0.0811
18620,Gimme Hope Jo'anna,The Biggest Reggae Hits,spotify:track:6295Cr4SGdjJgnJ6DLtZFn,Eddy Grant,0.401,0.896,243696,0.704,0.132,10,0.0884,-12.148,1,0.0402,128.685,4,0.98
18621,Gypsie Doodle - Live,Klunserbeats Live,spotify:track:629f1Dy6T4NtcoHalprl6c,Analogik,0.114,0.959,209773,0.622,0.0566,1,0.54,-8.145,1,0.295,115.989,4,0.786
18622,Seltsame Hinleitungen I,Das Hörbuch 2 - Der David ist dem Goliath sein Tod,spotify:track:62C3FQw36KC1Xj7D3lMSAD,Torsten Sträter,0.565,0.575,20147,0.551,0.0,5,0.272,-15.243,1,0.746,79.82,1,0.788
18623,Dynamite,M.O.J.O.,spotify:track:62CZ6APcUU9o7tkkkZ4NWq,New Town Kings,0.00153,0.701,243933,0.799,0.000233,6,0.0292,-7.076,0,0.0534,141.949,4,0.881
18624,"Helden des Olymp, Teil 5: Das Blut des Olymp, Kapitel 32","Helden des Olymp, Teil 5: Das Blut des Olymp",spotify:track:62DGMh6IbppYQLHUj5ub3K,Rick Riordan,0.0975,0.677,233426,0.281,0.0,9,0.37,-17.462,1,0.957,83.27,4,0.483
18625,Tief in die Nacht,Jibrail & Iblis,spotify:track:62DgryWob8DaPfC9XCkjNI,Samra,0.365,0.485,160760,0.659,0.0,5,0.183,-5.731,0,0.452,171.119,4,0.507
18626,,,spotify:track:62ECYqWLwhndUSjfVdpSPc,,0.139,0.674,255467,0.823,0.0188,9,0.0593,-5.949,1,0.077,114.944,4,0.878
18627,Black or White,"HIStory - PAST, PRESENT AND FUTURE - BOOK I","spotify:track:62ECYqWLwhndUSjfVdpSPc,spotify:track:7EsjkelQuoUlJXEw7SeVV4",Michael Jackson,,,,,,,,,,,,,
